id,minute,second,period,playerName,playerId,teamId,h_a,x,y,type,outcomeType,qualifiers
2944997523.0,90,5.0,SecondHalf,Grant Hanley,86593,424,h,13.3,38.1,Save,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""OutfielderBlock""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""909""}]"
2944997539.0,90,16.0,SecondHalf,Kenny McLean,82917,424,h,33.2,92.2,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""912""}, {""type"": ""Defensive""}]"
2944997559.0,90,47.0,SecondHalf,Lyndon Dykes,396795,424,h,65.2,83.8,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Left""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""920""}, {""type"": ""Defensive""}]"
2944997569.0,90,59.0,SecondHalf,Jack Hendry,280210,424,h,34.1,75.7,BallRecovery,Successful,[]
2944997575.0,91,4.0,SecondHalf,Yassine Bounou,136220,495,a,3.9,26.1,KeeperPickup,Successful,[]
2944997597.0,91,37.0,SecondHalf,Kenny McLean,82917,424,h,24.4,90.2,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""932""}, {""type"": ""Defensive""}]"
2944997601.0,91,39.0,SecondHalf,Lyndon Dykes,396795,424,h,33.2,95.6,BallRecovery,Successful,[]
2944997625.0,92,8.0,SecondHalf,Ayoube Amaimouni-Echghouyab,605380,495,a,36.9,12.0,BallRecovery,Successful,[]
2944997649.0,92,37.0,SecondHalf,Achraf Hakimi,320834,495,a,57.7,29.2,BallRecovery,Successful,[]
2944997673.0,92,51.0,SecondHalf,Andy Robertson,115726,424,h,22.4,79.9,Interception,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}]"
2944997675.0,92,51.0,SecondHalf,Andy Robertson,115726,424,h,25.4,75.4,BallRecovery,Successful,[]
2944997699.0,93,11.0,SecondHalf,Achraf Hakimi,320834,495,a,7.0,7.9,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""22.0""}, {""type"": ""PassEndY"", ""value"": ""7.7""}, {""type"": ""Length"", ""value"": ""15.8""}, {""type"": ""Angle"", ""value"": ""6.27""}]"
2944997701.0,93,16.0,SecondHalf,Ayyoub Bouaddi,504830,495,a,7.9,48.2,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""37.0""}, {""type"": ""PassEndY"", ""value"": ""25.2""}, {""type"": ""Length"", ""value"": ""34.3""}, {""type"": ""Angle"", ""value"": ""5.81""}]"
2944997707.0,93,23.0,SecondHalf,Neil El Aynaoui,486734,495,a,23.8,18.3,BlockedPass,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""742""}, {""type"": ""Defensive""}]"
2944997709.0,93,27.0,SecondHalf,Ayoube Amaimouni-Echghouyab,605380,495,a,34.7,4.3,BallRecovery,Successful,[]
2944997713.0,93,28.0,SecondHalf,Lewis Ferguson,396971,424,h,65.8,95.6,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Left""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""955""}, {""type"": ""Defensive""}]"
2944997721.0,93,53.0,SecondHalf,Lewis Ferguson,396971,424,h,41.7,95.7,BlockedPass,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""959""}, {""type"": ""Defensive""}]"
2944997729.0,93,58.0,SecondHalf,Angus Gunn,318896,424,h,10.7,61.7,KeeperPickup,Successful,[]
2944997741.0,94,9.0,SecondHalf,Achraf Hakimi,320834,495,a,18.3,7.7,BallRecovery,Successful,[]
2944997783.0,94,45.0,SecondHalf,Samir El Mourabet,512740,495,a,35.8,74.4,BallRecovery,Successful,[]
2944997817.0,95,33.0,SecondHalf,Chadi Riad,454342,495,a,14.4,53.1,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""0.0""}, {""type"": ""PassEndY"", ""value"": ""34.2""}, {""type"": ""Length"", ""value"": ""20.7""}, {""type"": ""Angle"", ""value"": ""3.81""}]"
2944997845.0,96,12.0,SecondHalf,Soufiane Rahimi,430982,495,a,5.4,48.8,Clearance,Successful,"[{""type"": ""Head""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""30.9""}, {""type"": ""PassEndY"", ""value"": ""52.3""}, {""type"": ""Length"", ""value"": ""26.9""}, {""type"": ""Angle"", ""value"": ""0.09""}]"
