playerName,playerId,teamId,h_a,x,y,minute,second,type,period
Achraf Hakimi,320834,495,a,99.5,0.5,19,55.0,Pass,FirstHalf
Scott McTominay,336915,424,h,7.4,51.5,19,57.0,Clearance,FirstHalf
Ayyoub Bouaddi,504830,495,a,73.0,35.9,20,0.0,SavedShot,FirstHalf
Ryan Christie,128882,424,h,19.2,59.9,20,0.0,Save,FirstHalf
Achraf Hakimi,320834,495,a,82.4,6.9,20,5.0,Pass,FirstHalf
Angus Gunn,318896,424,h,1.7,49.1,20,7.0,Claim,FirstHalf
Angus Gunn,318896,424,h,7.2,50.4,20,15.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,25.7,32.1,20,21.0,Pass,FirstHalf
Ryan Christie,128882,424,h,37.4,33.4,20,22.0,Pass,FirstHalf
Scott McTominay,336915,424,h,29.4,62.9,20,23.0,Pass,FirstHalf
Andy Robertson,115726,424,h,29.9,80.2,20,27.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,29.5,49.9,20,31.0,Pass,FirstHalf
Jack Hendry,280210,424,h,32.3,72.1,20,36.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,29.8,49.9,20,39.0,Pass,FirstHalf
Jack Hendry,280210,424,h,32.1,67.6,20,42.0,Pass,FirstHalf
Andy Robertson,115726,424,h,38.5,78.2,20,45.0,Pass,FirstHalf
Jack Hendry,280210,424,h,32.8,44.0,20,53.0,Pass,FirstHalf
Ryan Christie,128882,424,h,45.3,53.9,20,55.0,Pass,FirstHalf
Scott McTominay,336915,424,h,56.4,67.9,20,57.0,Pass,FirstHalf
Ryan Christie,128882,424,h,54.6,63.9,20,58.0,Pass,FirstHalf
Andy Robertson,115726,424,h,56.5,80.5,21,2.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,47.1,67.6,21,5.0,Pass,FirstHalf
Jack Hendry,280210,424,h,53.3,45.4,21,8.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,53.3,63.4,21,10.0,Pass,FirstHalf
Andy Robertson,115726,424,h,46.8,76.9,21,12.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,57.5,97.5,21,14.0,Pass,FirstHalf
Andy Robertson,115726,424,h,33.5,86.3,21,17.0,Pass,FirstHalf
Jack Hendry,280210,424,h,30.9,65.4,21,21.0,Pass,FirstHalf
Grant Hanley,86593,424,h,27.3,21.3,21,24.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,34.7,35.7,21,27.0,Pass,FirstHalf
Grant Hanley,86593,424,h,26.1,21.2,21,28.0,Pass,FirstHalf
Jack Hendry,280210,424,h,29.0,67.3,21,32.0,Pass,FirstHalf
Andy Robertson,115726,424,h,29.7,83.0,21,34.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,39.9,96.8,21,36.0,Pass,FirstHalf
Andy Robertson,115726,424,h,32.1,90.3,21,39.0,Pass,FirstHalf
Jack Hendry,280210,424,h,37.5,49.1,21,47.0,Pass,FirstHalf
Andy Robertson,115726,424,h,36.8,66.7,21,54.0,Pass,FirstHalf
Jack Hendry,280210,424,h,27.6,49.1,21,56.0,Pass,FirstHalf
Grant Hanley,86593,424,h,27.3,21.5,21,58.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,32.5,3.4,22,1.0,Pass,FirstHalf
Ché Adams,256419,424,h,68.2,45.3,22,5.0,Foul,FirstHalf
Lewis Ferguson,396971,424,h,66.7,36.0,23,11.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,87.7,75.3,23,13.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,13.5,58.1,23,17.0,Clearance,FirstHalf
Lewis Ferguson,396971,424,h,39.8,12.2,23,23.0,Pass,FirstHalf
Angus Gunn,318896,424,h,25.7,36.4,23,27.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,29.7,22.0,23,32.0,Foul,FirstHalf
Yassine Bounou,136220,495,a,25.5,25.7,27,17.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,26.6,32.5,27,21.0,Clearance,FirstHalf
Ayyoub Bouaddi,504830,495,a,62.8,41.4,27,23.0,Pass,FirstHalf
Andy Robertson,115726,424,h,30.4,64.5,27,25.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,55.2,53.3,27,27.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,44.5,36.1,27,30.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,37.7,24.9,27,32.0,Pass,FirstHalf
Issa Diop,300359,495,a,29.4,35.8,27,34.0,Pass,FirstHalf
Chadi Riad,454342,495,a,27.7,56.8,27,37.0,Pass,FirstHalf
Issa Diop,300359,495,a,28.5,23.4,27,40.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,41.4,15.2,27,41.0,Pass,FirstHalf
Issa Diop,300359,495,a,25.3,14.5,27,45.0,Pass,FirstHalf
Chadi Riad,454342,495,a,28.6,58.7,27,51.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,28.4,83.3,27,53.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,38.8,91.4,27,56.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,27.8,84.0,27,58.0,Pass,FirstHalf
Chadi Riad,454342,495,a,25.3,65.5,28,2.0,Pass,FirstHalf
Issa Diop,300359,495,a,27.9,23.9,28,6.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,36.5,9.6,28,11.0,Pass,FirstHalf
Issa Diop,300359,495,a,25.9,24.4,28,13.0,Pass,FirstHalf
Chadi Riad,454342,495,a,27.4,47.0,28,19.0,Pass,FirstHalf
Issa Diop,300359,495,a,28.2,24.6,28,22.0,Pass,FirstHalf
Ismael Saibari,404776,495,a,42.6,12.4,28,24.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,52.7,92.8,28,26.0,Interception,FirstHalf
Kieran Tierney,297403,424,h,57.8,87.4,28,27.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,34.8,31.9,28,28.0,Interception,FirstHalf
Neil El Aynaoui,486734,495,a,31.4,36.5,28,29.0,Pass,FirstHalf
Yassine Bounou,136220,495,a,4.2,50.5,28,32.0,Pass,FirstHalf
Issa Diop,300359,495,a,14.1,16.0,28,40.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,18.2,3.6,28,43.0,Pass,FirstHalf
Issa Diop,300359,495,a,12.2,13.8,28,45.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,20.6,28.9,28,46.0,Pass,FirstHalf
Yassine Bounou,136220,495,a,4.1,47.2,28,50.0,Pass,FirstHalf
Chadi Riad,454342,495,a,4.6,72.5,28,53.0,Pass,FirstHalf
Yassine Bounou,136220,495,a,3.2,50.7,28,55.0,Pass,FirstHalf
Issa Diop,300359,495,a,7.4,17.6,28,58.0,Pass,FirstHalf
Jack Hendry,280210,424,h,35.4,78.4,29,2.0,Clearance,FirstHalf
Neil El Aynaoui,486734,495,a,41.2,8.9,29,4.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,71.2,36.8,29,11.0,Pass,FirstHalf
Ismael Saibari,404776,495,a,77.5,47.7,29,13.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,93.1,27.4,29,17.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,86.3,35.4,29,19.0,MissedShots,FirstHalf
Angus Gunn,318896,424,h,4.5,49.7,29,50.0,Pass,FirstHalf
Andy Robertson,115726,424,h,34.9,89.6,29,57.0,Pass,FirstHalf
Jack Hendry,280210,424,h,28.0,67.0,29,59.0,Pass,FirstHalf
Andy Robertson,115726,424,h,36.0,87.8,30,1.0,Pass,FirstHalf
Jack Hendry,280210,424,h,28.9,70.6,30,4.0,Pass,FirstHalf
Grant Hanley,86593,424,h,31.8,24.0,30,8.0,Pass,FirstHalf
Jack Hendry,280210,424,h,29.1,71.8,30,11.0,Pass,FirstHalf
Andy Robertson,115726,424,h,31.1,88.4,30,14.0,Pass,FirstHalf
Yassine Bounou,136220,495,a,12.5,30.9,30,20.0,Pass,FirstHalf
Chadi Riad,454342,495,a,16.2,42.1,30,22.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,29.9,50.5,30,25.0,Pass,FirstHalf
Chadi Riad,454342,495,a,23.3,75.3,30,29.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,25.9,88.6,30,30.0,Pass,FirstHalf
Chadi Riad,454342,495,a,28.2,51.5,30,39.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,34.0,37.3,30,40.0,Pass,FirstHalf
Issa Diop,300359,495,a,27.7,24.1,30,42.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,34.9,4.6,30,45.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,55.9,11.7,30,48.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,55.6,13.6,30,49.0,TakeOn,FirstHalf
Kieran Tierney,297403,424,h,44.4,86.4,30,49.0,Tackle,FirstHalf
Ayyoub Bouaddi,504830,495,a,54.4,26.6,30,51.0,Pass,FirstHalf
John McGinn,318449,424,h,53.0,44.8,30,54.0,BallTouch,FirstHalf
Neil El Aynaoui,486734,495,a,68.5,67.0,30,59.0,BallTouch,FirstHalf
Lewis Ferguson,396971,424,h,14.4,33.7,31,1.0,Foul,FirstHalf
Lewis Ferguson,396971,424,h,15.2,24.8,31,9.0,Pass,FirstHalf
Jack Hendry,280210,424,h,19.8,72.0,31,12.0,Pass,FirstHalf
Andy Robertson,115726,424,h,26.6,89.9,31,13.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,28.0,66.4,31,16.0,Pass,FirstHalf
Ryan Christie,128882,424,h,32.5,42.2,31,17.0,Pass,FirstHalf
Grant Hanley,86593,424,h,25.4,33.6,31,22.0,Pass,FirstHalf
Jack Hendry,280210,424,h,19.6,63.7,31,26.0,Pass,FirstHalf
Andy Robertson,115726,424,h,25.0,78.5,31,28.0,Pass,FirstHalf
Jack Hendry,280210,424,h,13.6,61.1,31,30.0,Pass,FirstHalf
Grant Hanley,86593,424,h,12.7,24.3,31,33.0,Pass,FirstHalf
John McGinn,318449,424,h,47.9,21.5,31,35.0,Pass,FirstHalf
Ryan Christie,128882,424,h,40.7,14.9,31,37.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,33.4,31.6,31,39.0,Pass,FirstHalf
Jack Hendry,280210,424,h,29.5,59.4,31,42.0,Pass,FirstHalf
Andy Robertson,115726,424,h,32.5,79.0,31,44.0,Pass,FirstHalf
Scott McTominay,336915,424,h,43.4,75.6,31,47.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,44.0,58.5,31,49.0,Pass,FirstHalf
Grant Hanley,86593,424,h,42.8,30.9,31,51.0,Pass,FirstHalf
John McGinn,318449,424,h,55.2,32.8,31,54.0,Pass,FirstHalf
Ryan Christie,128882,424,h,63.8,24.1,32,0.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,78.0,5.8,32,2.0,Pass,FirstHalf
Ryan Christie,128882,424,h,72.9,25.2,32,5.0,Dispossessed,FirstHalf
Neil El Aynaoui,486734,495,a,27.1,74.8,32,5.0,Tackle,FirstHalf
Azzedine Ounahi,392361,495,a,30.0,77.1,32,7.0,Pass,FirstHalf
Ismael Saibari,404776,495,a,64.3,91.4,32,14.0,Pass,FirstHalf
Bilal El Khannouss,433572,495,a,60.2,95.1,32,16.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,57.3,73.4,32,20.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,84.0,20.0,32,29.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,79.5,5.1,32,30.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,71.4,18.3,32,32.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,76.0,4.9,32,34.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,69.1,15.8,32,36.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,71.0,22.3,32,38.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,65.6,20.0,32,40.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,69.1,4.1,32,42.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,63.9,16.8,32,44.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,68.5,26.1,32,46.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,65.5,5.4,32,48.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,56.7,19.6,32,50.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,62.2,31.3,32,52.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,46.1,19.8,32,54.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,47.8,30.0,32,55.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,53.4,20.0,32,57.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,64.2,5.1,33,0.0,TakeOn,FirstHalf
Scott McTominay,336915,424,h,35.8,94.9,33,0.0,Tackle,FirstHalf
Achraf Hakimi,320834,495,a,56.7,0.0,33,32.0,Pass,FirstHalf
Issa Diop,300359,495,a,34.9,4.6,33,35.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,39.2,7.2,33,37.0,Pass,FirstHalf
Chadi Riad,454342,495,a,26.9,49.8,33,46.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,33.9,68.7,33,49.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,41.9,64.2,33,49.0,Pass,FirstHalf
Ismael Saibari,404776,495,a,65.6,90.6,33,52.0,Pass,FirstHalf
Bilal El Khannouss,433572,495,a,68.4,79.4,33,53.0,Pass,FirstHalf
Grant Hanley,86593,424,h,24.3,18.5,33,54.0,BallTouch,FirstHalf
Bilal El Khannouss,433572,495,a,79.7,95.1,33,59.0,Pass,FirstHalf
Grant Hanley,86593,424,h,16.7,4.3,33,59.0,BlockedPass,FirstHalf
Bilal El Khannouss,433572,495,a,80.1,94.1,34,1.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,97.2,75.4,34,2.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,8.4,44.0,34,3.0,Clearance,FirstHalf
Ayyoub Bouaddi,504830,495,a,75.9,100.0,34,12.0,Pass,FirstHalf
Chadi Riad,454342,495,a,60.0,90.1,34,15.0,Pass,FirstHalf
Issa Diop,300359,495,a,44.3,63.2,34,19.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,51.8,50.7,34,21.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,53.3,27.7,34,25.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,64.6,28.0,34,27.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,62.5,43.9,34,29.0,Pass,FirstHalf
Issa Diop,300359,495,a,44.4,45.0,34,31.0,Pass,FirstHalf
Chadi Riad,454342,495,a,45.8,64.5,34,32.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,52.8,31.0,34,34.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,55.9,27.4,34,39.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,50.6,30.4,34,41.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,55.6,22.6,34,42.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,52.2,26.6,34,43.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,60.7,11.5,34,47.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,43.3,12.2,34,49.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,56.3,13.5,34,51.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,56.9,37.1,34,54.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,27.3,0.0,35,4.0,Pass,FirstHalf
Grant Hanley,86593,424,h,14.3,20.9,35,6.0,Pass,FirstHalf
Jack Hendry,280210,424,h,23.5,68.2,35,12.0,Pass,FirstHalf
Andy Robertson,115726,424,h,32.5,91.1,35,14.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,37.1,79.3,35,16.0,Pass,FirstHalf
Scott McTominay,336915,424,h,39.3,76.7,35,18.0,BallTouch,FirstHalf
Neil El Aynaoui,486734,495,a,63.2,26.4,35,20.0,BallTouch,FirstHalf
Ismael Saibari,404776,495,a,74.8,42.4,35,24.0,Pass,FirstHalf
Bilal El Khannouss,433572,495,a,89.2,64.0,35,25.0,MissedShots,FirstHalf
Jack Hendry,280210,424,h,3.5,59.1,36,44.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,36.5,72.9,36,50.0,Pass,FirstHalf
Scott McTominay,336915,424,h,44.4,69.4,36,54.0,Pass,FirstHalf
Grant Hanley,86593,424,h,41.4,31.6,36,56.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,60.1,4.6,36,58.0,Pass,FirstHalf
Ryan Christie,128882,424,h,60.4,19.5,36,59.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,39.3,4.6,37,1.0,Pass,FirstHalf
Grant Hanley,86593,424,h,29.8,41.8,37,4.0,Pass,FirstHalf
Jack Hendry,280210,424,h,31.3,80.8,37,9.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,43.7,80.3,37,11.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,34.5,7.7,37,11.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,45.2,10.9,37,12.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,86.3,24.1,37,19.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,85.8,24.2,37,22.0,Dispossessed,FirstHalf
Kieran Tierney,297403,424,h,14.2,75.8,37,22.0,Tackle,FirstHalf
Brahim Díaz,317541,495,a,90.1,24.7,37,30.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,80.9,24.9,37,33.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,89.7,18.3,37,36.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,92.4,47.0,37,38.0,MissedShots,FirstHalf
Andy Robertson,115726,424,h,7.2,64.6,37,40.0,Pass,FirstHalf
Scott McTominay,336915,424,h,20.9,63.1,37,41.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,55.4,78.6,37,49.0,Foul,FirstHalf
Andy Robertson,115726,424,h,59.1,71.4,38,52.0,OffsidePass,FirstHalf
Yassine Bounou,136220,495,a,20.3,63.7,39,34.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,29.1,0.0,39,47.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,44.6,90.9,39,49.0,Pass,FirstHalf
Bilal El Khannouss,433572,495,a,58.0,98.5,39,51.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,50.4,84.5,39,53.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,65.1,48.8,39,57.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,72.2,11.9,40,2.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,75.6,5.1,40,4.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,70.2,12.5,40,5.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,72.3,4.3,40,6.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,65.6,9.4,40,7.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,72.3,4.4,40,10.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,65.3,8.6,40,11.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,67.1,25.9,40,13.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,68.5,7.4,40,15.0,Pass,FirstHalf
Brahim Díaz,317541,495,a,71.2,46.0,40,20.0,TakeOn,FirstHalf
Brahim Díaz,317541,495,a,71.6,41.5,40,21.0,TakeOn,FirstHalf
Kieran Tierney,297403,424,h,28.4,58.5,40,21.0,Tackle,FirstHalf
Scott McTominay,336915,424,h,34.0,54.8,40,23.0,BallTouch,FirstHalf
Kieran Tierney,297403,424,h,25.9,45.7,40,25.0,Pass,FirstHalf
Ryan Christie,128882,424,h,55.8,61.8,40,28.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,47.8,27.1,40,29.0,Interception,FirstHalf
Ayyoub Bouaddi,504830,495,a,38.3,15.7,40,30.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,47.6,15.2,40,31.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,40.6,22.6,40,32.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,37.7,6.6,40,33.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,42.6,13.5,40,36.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,54.4,10.7,40,37.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,44.4,15.0,40,38.0,Pass,FirstHalf
Achraf Hakimi,320834,495,a,55.2,11.0,40,38.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,55.9,18.1,40,39.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,43.1,18.8,40,41.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,47.9,15.2,40,42.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,41.8,24.7,40,44.0,Pass,FirstHalf
Chadi Riad,454342,495,a,35.9,55.6,40,48.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,43.5,64.4,40,49.0,Pass,FirstHalf
Chadi Riad,454342,495,a,36.1,53.8,40,51.0,Pass,FirstHalf
Issa Diop,300359,495,a,37.3,24.9,40,53.0,Pass,FirstHalf
Azzedine Ounahi,392361,495,a,53.5,6.1,40,58.0,Pass,FirstHalf
Ayyoub Bouaddi,504830,495,a,60.5,16.7,41,2.0,Pass,FirstHalf
Neil El Aynaoui,486734,495,a,55.4,41.6,41,4.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,57.1,75.8,41,7.0,Pass,FirstHalf
Bilal El Khannouss,433572,495,a,66.4,94.2,41,9.0,Pass,FirstHalf
Noussair Mazraoui,349932,495,a,58.1,77.9,41,13.0,Pass,FirstHalf
Ismael Saibari,404776,495,a,78.3,91.3,41,19.0,Pass,FirstHalf
Ryan Christie,128882,424,h,21.3,26.1,41,20.0,Interception,FirstHalf
Ryan Christie,128882,424,h,22.9,20.4,41,21.0,Pass,FirstHalf
John McGinn,318449,424,h,17.7,5.5,41,24.0,Dispossessed,FirstHalf
Ismael Saibari,404776,495,a,82.4,94.6,41,24.0,Tackle,FirstHalf
Ismael Saibari,404776,495,a,77.2,96.9,41,24.0,Pass,FirstHalf
John McGinn,318449,424,h,20.2,6.5,41,25.0,BallTouch,FirstHalf
Ayyoub Bouaddi,504830,495,a,74.5,88.8,41,27.0,BallTouch,FirstHalf
,,424,h,24.0,10.6,41,28.0,Foul,FirstHalf
Nathan Patterson,396975,424,h,20.9,3.5,41,40.0,Pass,FirstHalf
Grant Hanley,86593,424,h,18.4,18.0,41,42.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,21.0,24.1,41,43.0,Pass,FirstHalf
Scott McTominay,336915,424,h,26.8,69.6,41,45.0,Pass,FirstHalf
Andy Robertson,115726,424,h,42.2,95.0,41,49.0,Pass,FirstHalf
Scott McTominay,336915,424,h,33.8,81.2,41,53.0,Pass,FirstHalf
Grant Hanley,86593,424,h,29.9,30.4,41,57.0,Pass,FirstHalf
Jack Hendry,280210,424,h,30.8,65.4,41,59.0,Pass,FirstHalf
Andy Robertson,115726,424,h,36.4,85.3,42,2.0,Pass,FirstHalf
Yassine Bounou,136220,495,a,13.0,50.7,42,16.0,Pass,FirstHalf
Bilal El Khannouss,433572,495,a,44.6,80.9,42,20.0,Pass,FirstHalf
Grant Hanley,86593,424,h,23.0,6.5,42,25.0,Pass,FirstHalf
Angus Gunn,318896,424,h,12.1,37.1,42,29.0,Pass,FirstHalf
Jack Hendry,280210,424,h,24.2,56.4,42,37.0,Pass,FirstHalf
Grant Hanley,86593,424,h,29.9,27.1,42,41.0,Pass,FirstHalf
John McGinn,318449,424,h,68.8,7.2,42,49.0,Foul,FirstHalf
Lewis Ferguson,396971,424,h,70.8,3.8,43,34.0,Pass,FirstHalf
Ismael Saibari,404776,495,a,10.5,51.9,43,38.0,Clearance,FirstHalf
Achraf Hakimi,320834,495,a,18.2,6.7,43,44.0,Pass,FirstHalf
Ryan Christie,128882,424,h,36.8,90.0,43,46.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,35.0,67.6,43,49.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,45.9,40.4,43,52.0,Pass,FirstHalf
John McGinn,318449,424,h,72.5,4.4,43,57.0,BallTouch,FirstHalf
Noussair Mazraoui,349932,495,a,21.2,93.5,43,59.0,Foul,FirstHalf
Yassine Bounou,136220,495,a,22.8,92.4,44,34.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,24.2,0.0,44,47.0,Pass,FirstHalf
Ryan Christie,128882,424,h,29.1,13.2,44,48.0,Pass,FirstHalf
Grant Hanley,86593,424,h,10.5,11.1,44,50.0,Pass,FirstHalf
Angus Gunn,318896,424,h,8.0,50.4,44,53.0,Pass,FirstHalf
Jack Hendry,280210,424,h,15.8,76.7,44,56.0,Pass,FirstHalf
Angus Gunn,318896,424,h,1.9,57.0,44,58.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,18.9,61.5,44,59.0,Pass,FirstHalf
Jack Hendry,280210,424,h,17.0,88.3,45,2.0,Pass,FirstHalf
Scott McTominay,336915,424,h,21.6,80.2,45,3.0,Pass,FirstHalf
Angus Gunn,318896,424,h,7.0,55.1,45,7.0,Pass,FirstHalf
Grant Hanley,86593,424,h,24.3,25.2,45,12.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,31.5,41.6,45,13.0,Pass,FirstHalf
Grant Hanley,86593,424,h,27.1,28.0,45,18.0,Pass,FirstHalf
Jack Hendry,280210,424,h,36.8,76.7,45,24.0,Pass,FirstHalf
Ché Adams,256419,424,h,54.7,78.7,45,25.0,Pass,FirstHalf
Scott McTominay,336915,424,h,53.7,62.9,45,29.0,Pass,FirstHalf
Andy Robertson,115726,424,h,71.7,95.0,45,33.0,Pass,FirstHalf
Scott McTominay,336915,424,h,70.5,81.7,45,37.0,Pass,FirstHalf
Jack Hendry,280210,424,h,56.3,75.4,45,40.0,Pass,FirstHalf
Lewis Ferguson,396971,424,h,58.0,58.1,45,42.0,Pass,FirstHalf
Ryan Christie,128882,424,h,62.8,30.1,45,44.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,79.5,7.7,45,47.0,Pass,FirstHalf
Andy Robertson,115726,424,h,89.7,79.0,45,52.0,Pass,FirstHalf
John McGinn,318449,424,h,97.3,40.1,45,53.0,MissedShots,FirstHalf
Yassine Bounou,136220,495,a,5.3,54.6,46,19.0,Pass,FirstHalf
Nathan Patterson,396975,424,h,26.8,0.0,46,35.0,Pass,FirstHalf
Scott McTominay,336915,424,h,31.1,11.0,46,37.0,BallTouch,FirstHalf
Nathan Patterson,396975,424,h,32.7,3.2,46,39.0,Pass,FirstHalf
John McGinn,318449,424,h,66.3,55.1,46,44.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,85.2,74.2,46,47.0,Pass,FirstHalf
Issa Diop,300359,495,a,12.1,35.6,46,48.0,Clearance,FirstHalf
Lewis Ferguson,396971,424,h,82.4,52.8,46,51.0,TakeOn,FirstHalf
Neil El Aynaoui,486734,495,a,17.6,47.2,46,51.0,Tackle,FirstHalf
Kieran Tierney,297403,424,h,76.3,61.8,46,52.0,Pass,FirstHalf
Ché Adams,256419,424,h,95.1,76.3,46,55.0,Pass,FirstHalf
Kieran Tierney,297403,424,h,87.8,66.2,46,56.0,SavedShot,FirstHalf
Azzedine Ounahi,392361,495,a,8.1,35.7,46,57.0,Save,FirstHalf
