playerName,playerId,teamId,h_a,x,y,minute,second,type,period
Edson Álvarez,322696,972,h,12.9,24.6,21,28.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,13.7,49.6,21,34.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,24.0,30.4,21,39.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,10.0,58.4,21,48.0,Pass,FirstHalf
Jorge Sánchez,447643,972,h,40.5,23.6,21,50.0,Pass,FirstHalf
Luis Romo,447635,972,h,53.5,33.0,21,52.0,Pass,FirstHalf
Érik Lira,447638,972,h,46.2,35.5,21,54.0,TakeOn,FirstHalf
Érik Lira,447638,972,h,54.7,65.8,21,58.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,36.9,60.9,22,0.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,35.0,32.4,22,4.0,Pass,FirstHalf
Jorge Sánchez,447643,972,h,39.1,5.7,22,8.0,TakeOn,FirstHalf
Jorge Sánchez,447643,972,h,55.4,7.4,22,10.0,Pass,FirstHalf
Luis Romo,447635,972,h,51.4,23.6,22,12.0,Pass,FirstHalf
Julián Quiñones,509557,972,h,62.8,63.6,22,18.0,Pass,FirstHalf
Luis Romo,447635,972,h,65.4,48.8,22,19.0,Pass,FirstHalf
Brian Gutiérrez,396565,972,h,74.3,51.2,22,20.0,Pass,FirstHalf
Jorge Sánchez,447643,972,h,75.7,31.2,22,23.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,4.8,60.0,25,37.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,34.2,12.6,25,43.0,Interception,FirstHalf
Seol Young-Woo,477549,1159,a,74.8,100.0,25,46.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,92.5,96.3,25,48.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,80.5,95.6,25,52.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,18.7,6.1,25,52.0,Clearance,FirstHalf
Seol Young-Woo,477549,1159,a,60.2,100.0,26,6.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,67.0,86.1,26,9.0,Pass,FirstHalf
Érik Lira,447638,972,h,28.1,13.5,26,9.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,32.7,9.5,26,11.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,46.1,77.6,26,14.0,Pass,FirstHalf
Érik Lira,447638,972,h,36.5,24.4,26,14.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,50.8,49.7,26,17.0,Pass,FirstHalf
Érik Lira,447638,972,h,36.8,51.9,26,17.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,34.9,83.2,26,21.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,21.7,70.3,26,24.0,Pass,FirstHalf
Érik Lira,447638,972,h,29.3,64.2,26,26.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,38.6,30.7,26,32.0,Pass,FirstHalf
Jorge Sánchez,447643,972,h,47.1,7.0,26,34.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,41.1,11.7,26,36.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,54.3,4.7,26,37.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,43.7,96.0,26,37.0,BlockedPass,FirstHalf
Seol Young-Woo,477549,1159,a,47.0,96.5,26,40.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,47.4,78.6,26,42.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,47.1,66.8,26,43.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,42.3,65.1,26,51.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,22.9,70.0,26,53.0,Pass,FirstHalf
Raúl Rangel,527319,972,h,9.5,50.0,26,58.0,Pass,FirstHalf
Luis Romo,447635,972,h,36.0,64.3,27,2.0,Pass,FirstHalf
Julián Quiñones,509557,972,h,53.5,86.0,27,4.0,TakeOn,FirstHalf
Lee Han-Beom,531031,1159,a,44.4,7.6,27,8.0,Pass,FirstHalf
Kim Moon-Hwan,414214,1159,a,42.9,23.0,27,10.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,42.2,28.4,27,12.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,49.2,28.2,27,13.0,TakeOn,FirstHalf
Luis Romo,447635,972,h,50.8,71.8,27,13.0,Tackle,FirstHalf
Paik Seung-Ho,362786,1159,a,46.0,31.5,27,14.0,BallTouch,FirstHalf
Raúl Rangel,527319,972,h,24.0,65.2,27,18.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,36.1,76.4,27,24.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,34.4,87.1,27,27.0,Pass,FirstHalf
Raúl Rangel,527319,972,h,12.1,60.5,27,31.0,Pass,FirstHalf
Kim Moon-Hwan,414214,1159,a,52.6,0.0,27,54.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,47.4,12.1,27,56.0,Pass,FirstHalf
Raúl Rangel,527319,972,h,4.1,69.3,28,1.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,27.9,42.1,28,10.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,30.5,8.9,28,13.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,17.8,23.1,28,16.0,Pass,FirstHalf
Luis Romo,447635,972,h,22.8,32.2,28,18.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,26.0,4.4,28,19.0,Pass,FirstHalf
Érik Lira,447638,972,h,35.9,13.8,28,21.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,26.1,11.1,28,23.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,41.8,62.7,28,26.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,75.7,52.8,28,28.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,64.9,45.4,28,31.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,63.2,46.7,28,32.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,67.7,48.5,28,34.0,OffsidePass,FirstHalf
Edson Álvarez,322696,972,h,23.6,34.0,29,6.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,39.8,33.0,29,12.0,Dispossessed,FirstHalf
Lee Gi-Hyuk,447593,1159,a,60.2,67.0,29,12.0,Tackle,FirstHalf
Lee Jae-Sung,142959,1159,a,56.3,53.8,29,13.0,Pass,FirstHalf
Luis Romo,447635,972,h,44.3,46.6,29,13.0,BlockedPass,FirstHalf
Lee Jae-Sung,142959,1159,a,55.0,54.4,29,14.0,BallTouch,FirstHalf
Luis Romo,447635,972,h,45.0,45.6,29,15.0,BallTouch,FirstHalf
Érik Lira,447638,972,h,43.4,47.0,29,16.0,Pass,FirstHalf
Brian Gutiérrez,396565,972,h,44.4,61.3,29,20.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,29.8,65.8,29,24.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,31.3,21.3,29,31.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,24.0,72.3,29,34.0,Pass,FirstHalf
Raúl Jiménez,108186,972,h,67.3,11.4,29,35.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,61.4,21.3,29,39.0,Pass,FirstHalf
Julián Quiñones,509557,972,h,68.7,55.5,29,41.0,Pass,FirstHalf
Luis Romo,447635,972,h,65.8,48.1,29,42.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,75.9,88.1,29,46.0,Pass,FirstHalf
Raúl Jiménez,108186,972,h,89.0,5.6,29,52.0,Pass,FirstHalf
Érik Lira,447638,972,h,71.6,6.7,29,56.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,62.6,16.2,29,59.0,Pass,FirstHalf
Brian Gutiérrez,396565,972,h,55.4,41.9,30,1.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,40.9,49.3,30,4.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,37.1,32.8,30,6.0,Pass,FirstHalf
Jorge Sánchez,447643,972,h,39.3,13.2,30,9.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,26.8,30.9,30,11.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,23.2,59.7,30,15.0,Pass,FirstHalf
Raúl Rangel,527319,972,h,3.3,44.4,30,16.0,OffsidePass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,46.1,90.8,30,36.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,34.7,69.5,30,40.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,47.6,34.6,30,48.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,55.8,61.8,30,55.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,47.5,49.1,30,57.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,43.3,72.6,30,59.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,44.9,74.2,31,2.0,OffsidePass,FirstHalf
Edson Álvarez,322696,972,h,31.2,33.3,31,37.0,Pass,FirstHalf
Érik Lira,447638,972,h,36.2,30.1,31,38.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,33.4,24.9,31,47.0,Pass,FirstHalf
Érik Lira,447638,972,h,40.3,18.8,31,50.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,56.6,90.5,31,50.0,BallTouch,FirstHalf
Roberto Alvarado,447636,972,h,51.5,9.7,31,53.0,Pass,FirstHalf
Luis Romo,447635,972,h,46.8,26.5,31,54.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,17.9,36.4,32,18.0,Pass,FirstHalf
Raúl Rangel,527319,972,h,12.1,30.3,32,25.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,23.2,41.0,32,26.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,29.6,62.1,32,29.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,29.4,88.6,32,31.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,31.3,10.1,32,34.0,Clearance,FirstHalf
Kim Min-Jae,370912,1159,a,31.9,25.6,32,37.0,Clearance,FirstHalf
Luis Romo,447635,972,h,57.8,65.4,32,37.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,36.3,46.9,32,40.0,Interception,FirstHalf
Edson Álvarez,322696,972,h,45.1,42.7,32,43.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,60.7,12.9,32,48.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,25.1,73.1,32,49.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,30.9,78.6,32,54.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,25.3,84.5,32,56.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,32.6,95.8,33,6.0,Dispossessed,FirstHalf
Luis Romo,447635,972,h,67.4,4.2,33,6.0,Tackle,FirstHalf
Seol Young-Woo,477549,1159,a,27.0,100.0,33,26.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,34.4,91.4,33,27.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,28.5,97.2,33,30.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,39.0,17.0,33,34.0,Pass,FirstHalf
Érik Lira,447638,972,h,43.6,30.1,33,37.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,43.1,68.1,33,42.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,34.3,54.8,33,45.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,36.6,32.2,33,50.0,Pass,FirstHalf
Luis Romo,447635,972,h,41.5,41.6,33,51.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,29.6,12.8,33,56.0,Pass,FirstHalf
Raúl Jiménez,108186,972,h,57.6,20.0,33,57.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,48.0,11.9,33,58.0,Pass,FirstHalf
Luis Romo,447635,972,h,39.1,44.5,34,2.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,53.9,93.5,34,4.0,Pass,FirstHalf
Julián Quiñones,509557,972,h,53.4,86.5,34,6.0,Pass,FirstHalf
Luis Romo,447635,972,h,45.0,69.4,34,10.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,35.0,69.1,34,11.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,33.2,39.1,34,14.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,9.2,31.6,34,25.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,15.7,54.5,34,32.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,12.9,39.4,34,35.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,21.2,28.2,34,40.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,28.6,42.2,34,43.0,Pass,FirstHalf
Johan Vásquez,425115,972,h,35.8,66.4,34,50.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,35.1,38.9,34,56.0,Pass,FirstHalf
Raúl Jiménez,108186,972,h,54.0,44.5,34,58.0,Pass,FirstHalf
Érik Lira,447638,972,h,47.2,46.6,35,0.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,14.6,26.3,35,5.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,23.4,42.7,35,8.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,30.1,34.3,35,17.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,21.3,52.7,35,19.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,34.8,20.9,35,24.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,39.5,34.6,35,25.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,34.7,32.9,35,29.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,35.4,19.4,35,31.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,36.5,33.4,35,33.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,32.8,11.2,35,35.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,59.4,81.2,35,44.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,65.2,82.1,35,49.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,78.5,79.4,35,50.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,74.7,83.4,35,52.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,67.2,95.0,35,54.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,66.9,83.4,35,59.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,71.9,79.3,36,1.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,79.2,97.1,36,2.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,88.7,90.2,36,3.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,79.0,98.6,36,5.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,73.3,97.7,36,6.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,71.1,84.6,36,8.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,68.4,93.3,36,9.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,52.7,64.8,36,14.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,46.9,80.8,36,17.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,43.9,83.8,36,18.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,61.7,79.8,36,20.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,75.8,96.0,36,24.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,77.2,87.6,36,27.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,64.5,62.1,36,28.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,66.4,27.8,36,30.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,66.6,49.1,36,35.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,74.2,63.5,36,38.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,73.8,90.6,36,42.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,69.3,87.3,36,43.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,69.0,90.0,36,49.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,56.1,93.0,36,51.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,43.0,51.5,36,55.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,48.4,85.1,36,58.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,59.3,70.5,37,0.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,68.6,95.9,37,4.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,64.3,85.1,37,5.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,59.6,69.0,37,9.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,47.8,56.9,37,13.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,55.9,27.2,37,15.0,Pass,FirstHalf
Kim Moon-Hwan,414214,1159,a,43.0,22.1,37,19.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,21.0,33.7,37,30.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,37.7,9.7,37,32.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,40.4,3.0,37,36.0,Foul,FirstHalf
Lee Han-Beom,531031,1159,a,41.9,8.2,38,11.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,12.5,32.5,38,15.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,26.0,70.2,38,18.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,36.0,67.7,38,20.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,23.5,75.5,38,24.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,20.5,68.6,38,26.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,17.0,45.8,38,28.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,56.4,15.5,38,33.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,38.1,34.7,38,42.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,32.6,44.9,38,46.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,37.4,34.0,38,50.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,30.9,53.9,38,52.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,31.3,88.5,38,55.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,37.3,85.1,38,57.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,34.5,72.5,39,0.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,79.9,95.3,39,2.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,19.0,16.2,39,3.0,Clearance,FirstHalf
Seol Young-Woo,477549,1159,a,71.1,100.0,39,14.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,64.3,88.5,39,17.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,57.0,60.2,39,20.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,58.4,28.6,39,22.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,64.6,6.1,39,27.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,60.6,20.2,39,28.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,38.5,18.2,39,32.0,Pass,FirstHalf
Kim Seung-Gyu,71968,1159,a,19.8,51.6,39,37.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,29.7,53.3,39,50.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,37.3,35.6,39,53.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,30.4,18.8,39,54.0,Pass,FirstHalf
Kim Moon-Hwan,414214,1159,a,48.7,22.7,39,56.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,39.3,14.9,39,58.0,Pass,FirstHalf
Kim Moon-Hwan,414214,1159,a,41.9,4.4,39,59.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,35.0,12.4,40,1.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,34.6,23.9,40,2.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,39.2,39.1,40,4.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,34.4,100.0,40,25.0,Pass,FirstHalf
Raúl Jiménez,108186,972,h,42.9,95.1,40,27.0,Pass,FirstHalf
Julián Quiñones,509557,972,h,40.2,89.4,40,29.0,BallTouch,FirstHalf
Paik Seung-Ho,362786,1159,a,61.3,19.5,40,31.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,60.7,36.1,40,34.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,70.8,61.3,40,36.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,19.5,35.2,40,37.0,BallTouch,FirstHalf
Seol Young-Woo,477549,1159,a,95.0,67.4,40,39.0,MissedShots,FirstHalf
Raúl Rangel,527319,972,h,4.1,40.7,41,8.0,Pass,FirstHalf
Raúl Jiménez,108186,972,h,64.7,22.8,41,12.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,24.1,77.3,41,15.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,33.0,70.2,41,16.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,21.5,57.9,41,19.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,71.2,24.7,41,25.0,Pass,FirstHalf
Kim Moon-Hwan,414214,1159,a,71.6,10.0,41,27.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,70.6,19.4,41,30.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,88.9,12.1,41,33.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,15.0,88.1,41,33.0,BlockedPass,FirstHalf
Kim Moon-Hwan,414214,1159,a,86.9,0.0,41,41.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,63.1,8.0,41,43.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,47.3,15.7,41,46.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,52.4,65.1,41,50.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,60.6,58.1,41,51.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,48.9,61.1,41,54.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,42.3,46.0,41,56.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,56.5,32.2,42,0.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,72.0,5.5,42,2.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,66.5,36.7,42,6.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,93.7,92.6,42,11.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,6.8,9.4,42,11.0,Clearance,FirstHalf
Seol Young-Woo,477549,1159,a,92.5,96.6,42,13.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,67.9,79.2,42,17.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,66.0,76.7,42,19.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,73.8,96.2,42,21.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,73.6,73.4,42,24.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,70.9,73.1,42,27.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,65.8,84.8,42,28.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,63.8,35.8,42,35.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,62.5,70.7,42,43.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,53.3,72.3,42,45.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,65.2,97.4,42,47.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,74.5,94.4,42,49.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,60.4,90.9,42,51.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,64.0,77.0,42,57.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,65.5,95.7,42,58.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,54.4,82.4,43,0.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,54.9,63.6,43,2.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,44.7,68.7,43,5.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,55.2,34.0,43,13.0,Pass,FirstHalf
Kim Moon-Hwan,414214,1159,a,48.0,31.6,43,16.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,44.4,48.9,43,19.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,59.1,78.2,43,20.0,Pass,FirstHalf
Raúl Rangel,527319,972,h,10.5,35.8,43,35.0,Pass,FirstHalf
Edson Álvarez,322696,972,h,24.2,35.4,43,41.0,Pass,FirstHalf
Jorge Sánchez,447643,972,h,23.3,14.1,43,43.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,30.2,6.5,43,45.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,51.9,51.9,43,48.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,63.1,50.5,43,50.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,73.1,48.9,43,51.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,75.3,37.8,43,54.0,SavedShot,FirstHalf
Johan Vásquez,425115,972,h,13.7,58.1,43,55.0,Save,FirstHalf
Lee Kang-In,367780,1159,a,69.2,34.7,43,57.0,Pass,FirstHalf
Paik Seung-Ho,362786,1159,a,70.1,47.2,43,59.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,13.5,80.6,44,1.0,Clearance,FirstHalf
Julián Quiñones,509557,972,h,23.1,95.0,44,4.0,Pass,FirstHalf
Jesús Gallardo,252248,972,h,14.9,94.1,44,5.0,Pass,FirstHalf
Raúl Jiménez,108186,972,h,44.1,57.4,44,9.0,Dispossessed,FirstHalf
Kim Min-Jae,370912,1159,a,55.9,42.6,44,9.0,Tackle,FirstHalf
Paik Seung-Ho,362786,1159,a,57.0,60.3,44,12.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,56.7,84.0,44,14.0,Pass,FirstHalf
Lee Gi-Hyuk,447593,1159,a,44.1,73.4,44,16.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,53.9,53.3,44,17.0,Pass,FirstHalf
Kim Min-Jae,370912,1159,a,40.0,40.7,44,19.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,47.0,52.8,44,22.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,45.0,69.2,44,26.0,Foul,FirstHalf
Lee Gi-Hyuk,447593,1159,a,41.9,68.1,44,44.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,54.1,69.3,44,47.0,Pass,FirstHalf
Lee Jae-Sung,142959,1159,a,64.2,81.9,44,49.0,Pass,FirstHalf
Hwang In-Beom,371030,1159,a,56.4,62.7,44,53.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,64.4,7.9,44,55.0,Pass,FirstHalf
Lee Kang-In,367780,1159,a,66.5,3.4,44,57.0,Pass,FirstHalf
Lee Han-Beom,531031,1159,a,82.0,1.6,45,0.0,Pass,FirstHalf
Roberto Alvarado,447636,972,h,7.3,22.8,45,4.0,Clearance,FirstHalf
Seol Young-Woo,477549,1159,a,90.5,100.0,45,17.0,Pass,FirstHalf
Son Heung-Min,91909,1159,a,98.2,84.9,45,20.0,BallTouch,FirstHalf
Raúl Rangel,527319,972,h,3.0,42.2,45,47.0,Pass,FirstHalf
Seol Young-Woo,477549,1159,a,29.8,85.2,45,53.0,Pass,FirstHalf
