id,minute,second,period,playerName,playerId,teamId,h_a,x,y,type,outcomeType,qualifiers
2944934279.0,1,19.0,FirstHalf,Kim Moon-Hwan,414214,1159,a,62.3,4.6,Tackle,Successful,"[{""type"": ""Zone"", ""value"": ""Right""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""9""}, {""type"": ""Defensive""}]"
2944934297.0,1,46.0,FirstHalf,Lee Jae-Sung,142959,1159,a,73.0,86.8,BlockedPass,Successful,"[{""type"": ""Zone"", ""value"": ""Left""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""15""}, {""type"": ""Defensive""}]"
2944934315.0,2,11.0,FirstHalf,Luis Romo,447635,972,h,31.3,63.3,Interception,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}]"
2944934317.0,2,12.0,FirstHalf,Lee Jae-Sung,142959,1159,a,68.0,50.6,BallRecovery,Successful,[]
2944934337.0,2,29.0,FirstHalf,Roberto Alvarado,447636,972,h,23.0,8.2,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""36.0""}, {""type"": ""PassEndY"", ""value"": ""30.0""}, {""type"": ""Length"", ""value"": ""20.2""}, {""type"": ""Angle"", ""value"": ""0.83""}]"
2944934345.0,2,36.0,FirstHalf,Julián Quiñones,509557,972,h,38.3,38.9,BallRecovery,Successful,[]
2944934433.0,5,1.0,FirstHalf,Johan Vásquez,425115,972,h,31.3,22.8,BallRecovery,Successful,[]
2944934443.0,5,7.0,FirstHalf,Lee Han-Beom,531031,1159,a,33.0,56.3,Clearance,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""40.9""}, {""type"": ""PassEndY"", ""value"": ""60.6""}, {""type"": ""Length"", ""value"": ""8.8""}, {""type"": ""Angle"", ""value"": ""0.34""}]"
2944934457.0,5,14.0,FirstHalf,Lee Kang-In,367780,1159,a,37.6,58.7,Tackle,Unsuccessful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""StandingSave""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""46""}, {""type"": ""Defensive""}]"
2944934459.0,5,15.0,FirstHalf,Lee Jae-Sung,142959,1159,a,41.0,68.8,BlockedPass,Successful,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""OppositeRelatedEvent"", ""value"": ""47""}, {""type"": ""Defensive""}]"
