id,minute,second,period,playerName,playerId,teamId,h_a,x,y,endX,endY,outcomeType,passLength,passAngle,passDirection,passType,qualifiers
2944934323.0,2,19.0,FirstHalf,Seol Young-Woo,477549,1159,a,77.9,93.8,58.7,89.6,Successful,19.654007224991044,-167.6609127216738,Backward,Short,"[{""type"": ""Zone"", ""value"": ""Left""}, {""type"": ""PassEndX"", ""value"": ""58.7""}, {""type"": ""PassEndY"", ""value"": ""89.6""}, {""type"": ""Length"", ""value"": ""20.4""}, {""type"": ""Angle"", ""value"": ""3.28""}]"
2944934325.0,2,21.0,FirstHalf,Lee Gi-Hyuk,447593,1159,a,56.0,89.4,61.1,67.7,Successful,22.291253890259295,-76.77419772628541,Forward,Short,"[{""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""PassEndX"", ""value"": ""61.1""}, {""type"": ""PassEndY"", ""value"": ""67.7""}, {""type"": ""Length"", ""value"": ""15.7""}, {""type"": ""Angle"", ""value"": ""5.06""}]"
2944934327.0,2,23.0,FirstHalf,Hwang In-Beom,371030,1159,a,59.7,69.6,47.8,92.1,Successful,25.45309411446868,117.87386589355953,Backward,Short,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""47.8""}, {""type"": ""PassEndY"", ""value"": ""92.1""}, {""type"": ""Length"", ""value"": ""19.8""}, {""type"": ""Angle"", ""value"": ""2.26""}]"
2944934331.0,2,26.0,FirstHalf,Lee Gi-Hyuk,447593,1159,a,53.8,96.6,78.8,92.4,Unsuccessful,25.350345165302976,-9.536635758459385,Forward,Chipped,"[{""type"": ""Zone"", ""value"": ""Left""}, {""type"": ""PassEndX"", ""value"": ""78.8""}, {""type"": ""PassEndY"", ""value"": ""92.4""}, {""type"": ""Chipped""}, {""type"": ""Length"", ""value"": ""26.4""}, {""type"": ""Angle"", ""value"": ""6.17""}]"
2944934341.0,2,34.0,FirstHalf,Luis Romo,447635,972,h,36.0,30.0,41.8,33.4,Successful,6.723094525588641,30.379126011368342,Forward,Short,"[{""type"": ""HeadPass""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""41.8""}, {""type"": ""PassEndY"", ""value"": ""33.4""}, {""type"": ""Length"", ""value"": ""6.5""}, {""type"": ""Angle"", ""value"": ""0.36""}]"
2944934343.0,2,35.0,FirstHalf,Raúl Jiménez,108186,972,h,41.8,33.4,39.1,38.3,Successful,5.594640292279743,118.85566121971648,Lateral,Short,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""39.1""}, {""type"": ""PassEndY"", ""value"": ""38.3""}, {""type"": ""Length"", ""value"": ""4.4""}, {""type"": ""Angle"", ""value"": ""2.28""}]"
2944934355.0,2,54.0,FirstHalf,Érik Lira,447638,972,h,38.7,45.0,27.7,46.4,Successful,11.088733020503293,172.74680538727466,Backward,Short,"[{""type"": ""FreekickTaken""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""27.7""}, {""type"": ""PassEndY"", ""value"": ""46.4""}, {""type"": ""Length"", ""value"": ""11.6""}, {""type"": ""Angle"", ""value"": ""3.06""}]"
2944934357.0,2,56.0,FirstHalf,Edson Álvarez,322696,972,h,27.7,46.4,26.7,67.2,Successful,20.824024587000473,92.75248540026868,Lateral,Short,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""26.7""}, {""type"": ""PassEndY"", ""value"": ""67.2""}, {""type"": ""Length"", ""value"": ""14.2""}, {""type"": ""Angle"", ""value"": ""1.64""}]"
2944934359.0,2,58.0,FirstHalf,Johan Vásquez,425115,972,h,27.1,69.7,32.4,92.3,Successful,23.2131428290096,76.80187951923887,Forward,Short,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""32.4""}, {""type"": ""PassEndY"", ""value"": ""92.3""}, {""type"": ""Length"", ""value"": ""16.3""}, {""type"": ""Angle"", ""value"": ""1.22""}]"
2944934361.0,3,0.0,FirstHalf,Jesús Gallardo,252248,972,h,32.8,91.4,63.0,66.3,Unsuccessful,39.26894447270006,-39.73084563151881,Forward,Short,"[{""type"": ""Longball""}, {""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""PassEndX"", ""value"": ""63.0""}, {""type"": ""PassEndY"", ""value"": ""66.3""}, {""type"": ""Length"", ""value"": ""36.0""}, {""type"": ""Angle"", ""value"": ""5.79""}]"
2944934365.0,3,5.0,FirstHalf,Kim Seung-Gyu,71968,1159,a,29.3,43.6,70.9,38.2,Unsuccessful,41.949016675006824,-7.396076559712658,Forward,Short,"[{""type"": ""Longball""}, {""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""PassEndX"", ""value"": ""70.9""}, {""type"": ""PassEndY"", ""value"": ""38.2""}, {""type"": ""Length"", ""value"": ""43.8""}, {""type"": ""Angle"", ""value"": ""6.20""}]"
2944934369.0,3,7.0,FirstHalf,Edson Álvarez,322696,972,h,30.3,60.9,43.1,63.6,Successful,13.08166656049603,11.911215431971607,Forward,Short,"[{""type"": ""HeadPass""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""43.1""}, {""type"": ""PassEndY"", ""value"": ""63.6""}, {""type"": ""Length"", ""value"": ""13.6""}, {""type"": ""Angle"", ""value"": ""0.14""}]"
2944934385.0,4,15.0,FirstHalf,Johan Vásquez,425115,972,h,39.0,59.9,81.3,24.3,Successful,55.286978575429494,-40.084219050503265,Forward,Chipped,"[{""type"": ""Longball""}, {""type"": ""FreekickTaken""}, {""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""PassEndX"", ""value"": ""81.3""}, {""type"": ""PassEndY"", ""value"": ""24.3""}, {""type"": ""Chipped""}, {""type"": ""Length"", ""value"": ""50.6""}, {""type"": ""Angle"", ""value"": ""5.78""}]"
2944934389.0,4,22.0,FirstHalf,Roberto Alvarado,447636,972,h,84.8,9.2,71.2,10.3,Successful,13.644412775931395,175.3758486715709,Backward,Short,"[{""type"": ""Zone"", ""value"": ""Right""}, {""type"": ""PassEndX"", ""value"": ""71.2""}, {""type"": ""PassEndY"", ""value"": ""10.3""}, {""type"": ""Length"", ""value"": ""14.3""}, {""type"": ""Angle"", ""value"": ""3.09""}]"
2944934391.0,4,24.0,FirstHalf,Jorge Sánchez,447643,972,h,71.2,10.3,72.8,14.7,Successful,4.681879964287847,70.01689347810009,Lateral,Short,"[{""type"": ""Zone"", ""value"": ""Right""}, {""type"": ""PassEndX"", ""value"": ""72.8""}, {""type"": ""PassEndY"", ""value"": ""14.7""}, {""type"": ""Length"", ""value"": ""3.4""}, {""type"": ""Angle"", ""value"": ""1.06""}]"
2944934393.0,4,25.0,FirstHalf,Érik Lira,447638,972,h,72.8,14.7,100.0,12.0,Unsuccessful,27.333678859604685,-5.6688779795897215,Forward,Short,"[{""type"": ""Zone"", ""value"": ""Right""}, {""type"": ""PassEndX"", ""value"": ""100.0""}, {""type"": ""PassEndY"", ""value"": ""12.0""}, {""type"": ""Length"", ""value"": ""29.0""}, {""type"": ""Angle"", ""value"": ""6.22""}]"
2944934413.0,4,50.0,FirstHalf,Kim Min-Jae,370912,1159,a,3.7,59.3,13.6,89.6,Successful,31.876323501934785,71.90609345593684,Forward,GoalKick,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""GoalKick""}, {""type"": ""PassEndX"", ""value"": ""13.6""}, {""type"": ""PassEndY"", ""value"": ""89.6""}, {""type"": ""Length"", ""value"": ""23.1""}, {""type"": ""Angle"", ""value"": ""1.10""}]"
2944934417.0,4,51.0,FirstHalf,Lee Gi-Hyuk,447593,1159,a,13.3,88.7,6.4,80.0,Successful,11.10405331399305,-128.418055344822,Backward,Short,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""6.4""}, {""type"": ""PassEndY"", ""value"": ""80.0""}, {""type"": ""Length"", ""value"": ""9.4""}, {""type"": ""Angle"", ""value"": ""3.83""}]"
2944934421.0,4,54.0,FirstHalf,Kim Min-Jae,370912,1159,a,6.4,80.0,40.9,73.7,Unsuccessful,35.07050042414565,-10.348684087995462,Forward,Short,"[{""type"": ""Longball""}, {""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""40.9""}, {""type"": ""PassEndY"", ""value"": ""73.7""}, {""type"": ""Length"", ""value"": ""36.5""}, {""type"": ""Angle"", ""value"": ""6.17""}]"
2944934425.0,4,55.0,FirstHalf,Érik Lira,447638,972,h,62.3,22.7,69.8,10.9,Unsuccessful,13.981773850266638,-57.56023709684556,Forward,Short,"[{""type"": ""HeadPass""}, {""type"": ""Zone"", ""value"": ""Right""}, {""type"": ""PassEndX"", ""value"": ""69.8""}, {""type"": ""PassEndY"", ""value"": ""10.9""}, {""type"": ""Length"", ""value"": ""11.2""}, {""type"": ""Angle"", ""value"": ""5.49""}]"
2944934431.0,4,57.0,FirstHalf,Lee Gi-Hyuk,447593,1159,a,28.8,82.1,70.7,67.7,Unsuccessful,44.30541727599459,-18.966586051587644,Forward,Short,"[{""type"": ""Longball""}, {""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""PassEndX"", ""value"": ""70.7""}, {""type"": ""PassEndY"", ""value"": ""67.7""}, {""type"": ""Length"", ""value"": ""45.1""}, {""type"": ""Angle"", ""value"": ""6.06""}]"
2944934439.0,5,2.0,FirstHalf,Johan Vásquez,425115,972,h,30.6,8.9,32.4,2.3,Successful,6.841052550594828,-74.74488129694225,Lateral,Short,"[{""type"": ""Zone"", ""value"": ""Back""}, {""type"": ""PassEndX"", ""value"": ""32.4""}, {""type"": ""PassEndY"", ""value"": ""2.3""}, {""type"": ""Length"", ""value"": ""4.9""}, {""type"": ""Angle"", ""value"": ""5.11""}]"
2944934441.0,5,3.0,FirstHalf,Roberto Alvarado,447636,972,h,32.4,2.3,64.3,39.7,Unsuccessful,49.15658653730953,49.53777250790666,Forward,Short,"[{""type"": ""Longball""}, {""type"": ""Zone"", ""value"": ""Center""}, {""type"": ""PassEndX"", ""value"": ""64.3""}, {""type"": ""PassEndY"", ""value"": ""39.7""}, {""type"": ""Length"", ""value"": ""42.1""}, {""type"": ""Angle"", ""value"": ""0.65""}]"
